country,iso_code,year,region,income_group,crop,area_harvested_ha,production_tonnes,yield_kg_ha,fertilizer_use_kg_ha,irrigation_pct,avg_temp_weather,avg_min_temp,avg_max_temp,avg_precipitation,avg_rain,avg_transp,annual_gdd,annual_precip_total,daily_precip_sd,extreme_hot_days,extreme_cold_days,extreme_temp_days,daily_precip_cv,extreme_hot32_days,extreme_hot35_days
Germany,DEU,2019,Europe,High income,Maize,1767671,23804446.07,13466.56,181.09,61.5,10.3811,6.2493,14.4688,1.6584,1.5778,2.192,1185.55,605.3,2.8811,12,59,71,1.7373,6,2
Thailand,THA,2021,Southeast Asia,Upper middle income,Maize,1445593,10462474.1,7237.5,132.15,13.5,26.5279,22.7701,31.0112,5.8847,5.8847,4.161,6165.1,2147.9,10.7999,252,0,252,1.8353,105,11
Indonesia,IDN,2015,Southeast Asia,Lower middle income,Wheat,2511352,12578408.38,5008.62,62.0,24.8,25.7844,22.9521,30.0926,7.2638,7.2638,3.4661,6030.65,2651.3,7.7668,191,0,191,1.0692,53,0
India,IND,2019,South Asia,Lower middle income,Wheat,719024,3613896.96,5026.11,74.92,23.2,27.9822,23.1671,33.2934,4.3586,4.3586,4.9252,6654.05,1590.9,12.0157,243,0,243,2.7568,149,116
Mali,MLI,2021,Sub-Saharan Africa,Low income,Rice,1119327,4609474.41,4118.08,32.18,8.4,29.5942,22.8778,36.0674,0.026,0.026,8.4722,7107.5,9.5,0.2504,307,0,307,9.6206,276,226
Nigeria,NGA,2015,Sub-Saharan Africa,Lower middle income,Wheat,426104,1557154.67,3654.4,64.84,22.2,25.6822,21.2449,30.9153,5.2518,5.2518,4.3729,5869.25,1916.9,10.5344,200,0,200,2.0059,146,51
France,FRA,2022,Europe,High income,Maize,1072278,15428180.39,14388.23,244.46,44.4,12.2803,7.9145,17.1044,2.0803,2.0299,2.5863,1600.25,759.3,3.9273,22,52,74,1.8879,10,3
United Kingdom,GBR,2017,Europe,High income,Soybeans,1325925,6547517.67,4938.08,187.68,34.6,7.0238,4.3184,9.637,4.8756,4.5781,1.1095,224.65,1779.6,6.768,0,75,75,1.3881,0,0
Tanzania,TZA,2018,Sub-Saharan Africa,Low income,Wheat,2279323,9582567.55,4204.13,20.85,10.6,22.3904,17.4932,27.9408,2.1052,2.1052,5.0191,4641.7,768.4,4.6983,93,0,93,2.2318,26,0
Philippines,PHL,2020,Southeast Asia,Lower middle income,Soybeans,3548003,11679621.01,3291.89,74.24,21.7,27.6497,26.5525,28.6342,8.459,8.459,4.2719,6439.15,3096.0,16.4682,40,0,40,1.9468,0,0
Canada,CAN,2021,North America,High income,Soybeans,59649,403146.61,6758.65,250.82,47.8,0.3611,-4.1219,4.9159,1.3359,0.851,1.7221,720.15,487.6,2.9578,7,208,215,2.2141,4,0
Thailand,THA,2015,Southeast Asia,Upper middle income,Maize,1655767,12547947.41,7578.33,107.11,40.1,27.2784,23.3781,31.7932,3.5877,3.5877,4.2315,6418.75,1309.5,5.7961,294,0,294,1.6156,170,37
Philippines,PHL,2020,Southeast Asia,Lower middle income,Wheat,3800012,17449061.47,4591.84,40.83,16.7,27.6497,26.5525,28.6342,8.459,8.459,4.2719,6439.15,3096.0,16.4682,40,0,40,1.9468,0,0
Pakistan,PAK,2021,South Asia,Lower middle income,Wheat,1086558,4728846.37,4352.13,101.14,26.4,20.7419,13.8151,27.1545,0.4249,0.4249,5.223,3954.15,155.1,1.6333,153,27,180,3.8437,112,60
South Africa,ZAF,2017,Sub-Saharan Africa,Upper middle income,Wheat,3079950,21109901.8,6853.98,121.21,21.5,18.5397,10.7685,25.8759,0.6011,0.6011,6.0362,3107.45,219.4,2.2696,117,10,127,3.7758,74,15
Thailand,THA,2019,Southeast Asia,Upper middle income,Wheat,4646036,26130037.78,5624.16,162.83,37.8,27.4975,23.5627,32.1,4.5819,4.5819,4.2738,6508.45,1672.4,9.4666,302,0,302,2.0661,165,57
United Kingdom,GBR,2023,Europe,High income,Maize,1989857,33384564.84,16777.37,189.79,36.4,7.6003,4.694,10.4852,5.1819,4.9079,1.3306,396.4,1891.4,7.7772,0,60,60,1.5008,0,0
Tanzania,TZA,2021,Sub-Saharan Africa,Low income,Wheat,1887136,5819063.16,3083.54,25.51,8.7,22.8233,17.4496,28.7036,1.4808,1.4808,5.4308,4772.95,540.5,3.8778,108,0,108,2.6187,33,0
Ethiopia,ETH,2019,Sub-Saharan Africa,Low income,Rice,33991,173582.81,5106.73,28.76,10.2,23.5055,18.52,29.4373,1.8737,1.8737,5.3149,5102.2,683.9,4.5411,156,0,156,2.4236,67,0
Pakistan,PAK,2023,South Asia,Lower middle income,Soybeans,3891259,15853318.5,4074.08,48.25,21.3,19.9595,13.5285,26.3296,0.9258,0.9247,4.8623,3761.95,337.9,2.8803,136,19,155,3.1113,114,68
Brazil,BRA,2016,South America,Upper middle income,Maize,765554,4662607.6,6090.5,142.91,35.4,27.9254,23.6519,32.7538,3.3628,3.3628,4.6078,6662.25,1230.8,6.5767,314,0,314,1.9557,238,54
South Africa,ZAF,2017,Sub-Saharan Africa,Upper middle income,Maize,2398156,23207899.11,9677.39,129.7,24.3,18.5397,10.7685,25.8759,0.6011,0.6011,6.0362,3107.45,219.4,2.2696,117,10,127,3.7758,74,15
Morocco,MAR,2018,North Africa,Lower middle income,Rice,1228433,7700617.42,6268.65,100.5,15.8,17.5312,11.7263,24.1608,2.1616,2.1433,3.966,2965.6,789.0,5.7549,93,3,96,2.6623,73,33
Argentina,ARG,2019,South America,Upper middle income,Rice,1786733,10642199.24,5956.23,132.46,33.9,16.1721,11.1151,21.88,0.9353,0.9353,4.2734,2538.75,341.4,3.877,54,7,61,4.145,31,6
Australia,AUS,2021,Oceania,High income,Maize,2801404,33398384.6,11922.02,208.58,49.8,22.0468,15.2403,28.4674,0.6992,0.6992,6.5512,4331.45,255.2,3.6932,154,0,154,5.2823,120,85
"Korea, Republic of",KOR,2020,East Asia,High income,Rice,4271492,43658946.77,10221.01,140.78,41.9,10.5025,6.7281,14.9268,4.5612,4.4607,2.3898,1594.2,1669.4,15.2039,2,112,114,3.3333,0,0
France,FRA,2021,Europe,High income,Wheat,5262612,47820559.75,9086.85,147.99,32.9,10.4575,6.7003,14.6145,2.4627,2.3721,2.1119,1094.2,898.9,4.105,4,52,56,1.6668,0,0
Uganda,UGA,2023,Sub-Saharan Africa,Low income,Maize,1242832,7387412.13,5944.02,27.93,9.6,23.8307,18.6726,30.1452,2.9452,2.9452,4.7386,5259.25,1075.0,5.7877,183,0,183,1.9651,73,6
Ethiopia,ETH,2022,Sub-Saharan Africa,Low income,Maize,2054111,14831700.71,7220.5,31.07,,23.6184,18.1674,29.8227,1.5414,1.5414,5.6644,5108.2,562.6,3.689,157,0,157,2.3933,82,10
India,IND,2022,South Asia,Lower middle income,Rice,672627,3857999.1,5735.72,92.02,,27.2581,22.2389,33.0647,5.2178,5.2178,4.8618,6442.9,1904.5,13.4263,235,0,235,2.5732,142,98
Brazil,BRA,2023,South America,Upper middle income,Wheat,2873806,17199047.19,5984.76,85.24,27.0,26.689,21.6148,33.1885,3.6055,3.6055,4.6392,6351.6,1316.0,9.0144,323,0,323,2.5002,227,105
Brazil,BRA,2023,South America,Upper middle income,Maize,467255,4003543.15,8568.22,175.52,36.6,26.689,21.6148,33.1885,3.6055,3.6055,4.6392,6351.6,1316.0,9.0144,323,0,323,2.5002,227,105
Japan,JPN,2016,East Asia,High income,Wheat,272016,1758221.78,6463.67,233.86,57.2,10.3746,6.221,15.0801,3.682,3.2645,2.4143,1527.9,1347.6,8.3071,0,119,119,2.2562,0,0
Thailand,THA,2022,Southeast Asia,Upper middle income,Maize,2993097,18560898.89,6201.24,159.78,30.9,26.2071,22.494,30.9099,6.4164,6.4164,4.0748,6096.2,2342.0,9.4416,256,0,256,1.4715,98,11
Indonesia,IDN,2019,Southeast Asia,Lower middle income,Soybeans,125642,273282.73,2175.09,92.59,22.1,25.8205,22.8696,30.2649,9.0178,9.0178,3.4647,6047.05,3291.5,9.5426,216,0,216,1.0582,41,0
Japan,JPN,2018,East Asia,High income,Rice,4962918,55004028.04,11083.0,145.65,27.1,9.9082,5.8578,14.7762,4.4756,4.1068,2.5323,1486.3,1633.6,9.6832,3,111,114,2.1636,0,0
Nepal,NPL,2018,South Asia,Low income,Wheat,826200,3249176.93,3932.68,34.71,11.7,13.0745,9.3123,16.6227,13.9115,13.9107,2.5108,1400.15,5077.7,24.4443,0,8,8,1.7571,0,0
South Africa,ZAF,2021,Sub-Saharan Africa,Upper middle income,Maize,4086457,,11059.34,136.7,22.6,18.0184,10.4414,25.1712,0.5526,0.5499,5.8383,2950.05,201.7,2.4562,105,14,119,4.4447,62,14
Argentina,ARG,2022,South America,Upper middle income,Maize,4583648,35877079.19,7827.19,99.46,,15.9304,10.886,21.5605,1.6841,1.6838,4.2612,2482.6,614.7,5.8173,58,7,65,3.4542,40,13
Japan,JPN,2019,East Asia,High income,Maize,736537,12699201.32,17241.77,179.51,45.0,9.6575,5.6378,14.4304,4.6838,4.1885,2.4207,1413.65,1709.6,14.2166,0,127,127,3.0353,0,0
France,FRA,2016,Europe,High income,Maize,1678313,19127319.88,11396.75,180.5,32.2,11.056,7.5044,14.9645,2.2538,2.2249,2.1705,1198.5,824.9,4.3416,12,28,40,1.9263,6,0
Uganda,UGA,2016,Sub-Saharan Africa,Low income,Wheat,1973546,8675934.5,,26.6,10.5,24.3751,19.9609,29.3686,2.1754,2.1754,4.4981,5367.3,796.2,3.2581,131,0,131,1.4977,62,3
Kenya,KEN,2020,Sub-Saharan Africa,Low income,Wheat,408623,1332845.75,3261.8,35.17,9.2,24.2626,20.0861,29.4475,3.5049,3.5049,4.6168,5404.65,1282.8,6.9042,125,0,125,1.9699,30,0
United States,USA,2016,North America,High income,Maize,1666616,21532155.94,,184.89,44.8,13.3003,8.3883,18.7232,2.4617,2.3254,3.5158,2342.35,901.0,6.4167,56,89,145,2.6065,33,9
Indonesia,IDN,2018,Southeast Asia,Lower middle income,Rice,104873,676360.19,6449.33,52.17,11.4,25.6334,22.8359,30.037,10.2721,10.2721,3.3686,5999.3,3749.3,12.3687,205,0,205,1.2041,27,0
Uganda,UGA,2020,Sub-Saharan Africa,Low income,Maize,319901,2014372.08,6296.86,32.05,9.6,23.0656,18.6489,28.6169,3.2683,3.2683,4.198,4989.65,1196.2,4.8644,83,0,83,1.4883,24,0
Thailand,THA,2016,Southeast Asia,Upper middle income,Rice,518932,3494404.88,6733.84,114.65,23.2,27.4148,23.5516,31.876,4.1459,4.1459,4.2855,6483.25,1517.4,7.9783,274,0,274,1.9244,126,64
Canada,CAN,2019,North America,High income,Maize,4518499,48234807.64,10674.96,204.56,44.0,-1.1414,-5.3595,3.1381,1.3904,1.0907,1.5363,491.1,507.5,3.8477,0,215,215,2.7673,0,0
Thailand,THA,2023,Southeast Asia,Upper middle income,Maize,1086689,6997498.38,6439.28,124.31,19.5,27.0688,23.1745,31.7389,4.9145,4.9145,4.4016,6371.7,1793.8,8.2146,287,0,287,1.6715,133,42
Argentina,ARG,2023,South America,Upper middle income,Maize,5171112,50140431.55,9696.26,131.31,16.9,16.6436,11.3658,22.5068,1.3364,1.3364,4.315,2684.65,487.8,5.1033,69,5,74,3.8186,38,17
Mexico,MEX,2022,Central America,Upper middle income,Rice,2899070,20526092.06,7080.23,96.71,42.0,18.5649,11.1721,26.4967,0.7595,0.7595,5.6447,3230.9,277.2,2.4711,78,1,79,3.2537,22,0
Morocco,MAR,2015,North Africa,Lower middle income,Wheat,4662695,18112365.37,3884.53,87.31,17.7,17.1616,10.5485,24.1447,1.7545,1.5926,3.8964,2830.95,640.4,4.1339,88,9,97,2.3561,68,36
India,IND,2017,South Asia,Lower middle income,Soybeans,1618959,6449294.53,3983.61,54.5,39.3,27.8523,22.777,33.6055,2.4764,2.4764,5.1363,6639.8,903.9,6.9762,266,0,266,2.817,171,112
Ukraine,UKR,2021,Europe,Lower middle income,Soybeans,3460769,10421159.24,3011.23,68.17,14.7,9.3896,5.3244,13.6633,2.0597,1.7351,2.2024,1376.35,751.8,4.0455,16,103,119,1.9641,4,0
Indonesia,IDN,2019,Southeast Asia,Lower middle income,Wheat,1730684,8671177.54,5010.26,93.78,25.6,25.8205,22.8696,30.2649,9.0178,9.0178,3.4647,6047.05,3291.5,9.5426,216,0,216,1.0582,41,0
Kenya,KEN,2023,Sub-Saharan Africa,Low income,Wheat,1542796,6315140.24,4093.31,23.15,7.2,24.6315,19.8178,30.3153,3.6436,3.6436,5.081,5499.3,1329.9,6.808,177,0,177,1.8685,89,1
South Korea,KOR,2016,East Asia,High income,Soybeans,2047655,9214073.37,4499.82,141.2,18.5,11.7421,7.9852,16.1637,3.1066,3.0227,2.5053,1989.95,1137.0,10.3181,24,103,127,3.3214,6,0
Brazil,BRA,2020,South America,Upper middle income,Wheat,4350453,29974124.45,6889.89,138.5,17.5,26.2719,21.3776,32.2303,3.1973,3.1973,4.437,6150.25,1170.2,6.0814,290,0,290,1.902,146,63
Uganda,UGA,2015,Sub-Saharan Africa,Low income,Maize,63453,311678.52,4911.96,22.67,8.2,23.9616,19.5603,28.9584,2.7737,2.7737,4.4447,5204.65,1012.4,4.0714,109,0,109,1.4679,67,8
Ukraine,UKR,2018,Europe,Lower middle income,Maize,4362203,29567362.99,6778.08,69.25,41.3,10.3068,5.9715,14.7855,1.5101,1.0175,2.6115,1835.35,551.2,3.4378,23,122,145,2.2765,4,0
Egypt,EGY,2016,North Africa,Lower middle income,Soybeans,3072686,10001843.47,3255.08,63.21,33.7,22.8437,15.9027,29.0208,0.0008,0.0008,7.0119,4588.0,0.3,0.0157,194,0,194,19.1311,159,105
Mexico,MEX,2015,Central America,Upper middle income,Maize,3572586,34612604.09,9688.39,149.39,30.0,17.3559,11.2518,23.9414,1.831,1.831,4.7045,2777.15,668.3,4.9799,15,1,16,2.7198,3,0
Ukraine,UKR,2022,Europe,Lower middle income,Maize,3045646,18150992.2,5959.65,39.23,22.7,10.1562,6.0734,14.5263,1.6871,1.5068,2.4122,1455.0,615.8,3.6002,10,113,123,2.1339,2,0
Pakistan,PAK,2022,South Asia,Lower middle income,Rice,3836428,23321668.85,6079.01,93.8,31.4,20.3871,13.7688,26.6126,1.2882,1.2871,5.0556,3835.25,470.2,4.6201,153,16,169,3.5864,109,48
Mali,MLI,2017,Sub-Saharan Africa,Low income,Maize,1310488,5679805.45,4334.11,23.84,11.8,28.4559,21.7951,35.1452,0.0926,0.0926,8.4119,6741.6,33.8,0.4155,288,0,288,4.4872,280,221
Pakistan,PAK,2019,South Asia,Lower middle income,Soybeans,2464793,8862308.74,3595.56,63.27,,19.3323,13.3488,25.1825,0.9559,0.9553,4.6281,3631.35,348.9,2.7939,142,34,176,2.9228,108,57
Indonesia,IDN,2020,Southeast Asia,Lower middle income,Soybeans,2709654,10685960.06,3943.66,61.5,29.7,25.8281,23.1219,30.2279,12.582,12.582,3.3469,6103.0,4605.0,10.9023,228,0,228,0.8665,37,0
Argentina,ARG,2017,South America,Upper middle income,Soybeans,4820499,20280357.32,4207.11,154.69,23.3,16.2458,11.5786,21.4603,1.7444,1.7444,3.9585,2480.55,636.7,5.6891,47,2,49,3.2614,31,9
South Korea,KOR,2022,East Asia,High income,Soybeans,2947084,18700297.79,6345.36,141.96,42.6,10.637,6.6003,15.3658,2.8463,2.7219,2.6462,1801.55,1038.9,8.1763,8,112,120,2.8726,0,0
Pakistan,PAK,2022,South Asia,Lower middle income,Soybeans,1701064,5063817.83,2976.85,67.88,38.5,20.3871,13.7688,26.6126,1.2882,1.2871,5.0556,3835.25,470.2,4.6201,153,16,169,3.5864,109,48
Tanzania,TZA,2017,Sub-Saharan Africa,Low income,Rice,2479469,13567899.25,5472.1,21.05,10.3,23.4392,18.3244,29.2923,1.3351,1.3351,5.503,5040.05,487.3,3.2491,142,0,142,2.4337,36,0
Mexico,MEX,2021,Central America,Upper middle income,Maize,3950434,40112609.06,10153.98,109.1,39.9,18.4008,11.2085,26.1266,1.1003,1.1003,5.3518,3170.65,401.6,3.1257,39,4,43,2.8408,10,0
Morocco,MAR,2022,North Africa,Lower middle income,Soybeans,1160147,3516029.53,3030.68,83.67,28.4,20.6101,13.7496,28.089,0.9433,0.9425,4.9191,3989.05,344.3,3.5334,145,0,145,3.7459,113,76
United States,USA,2023,North America,High income,Maize,1040921,13020243.32,12508.39,177.41,25.6,12.7293,7.3386,18.5463,1.4058,1.2299,3.6947,2333.1,513.1,4.0063,67,121,188,2.8499,40,18
United States,USA,2016,North America,High income,Wheat,808317,6003626.7,7427.32,201.2,30.1,13.3003,8.3883,18.7232,2.4617,2.3254,3.5158,2342.35,901.0,6.4167,56,89,145,2.6065,33,9
India,IND,2019,South Asia,Lower middle income,Rice,163636,1053024.03,6435.16,74.07,33.6,27.9822,23.1671,33.2934,4.3586,4.3586,4.9252,6654.05,1590.9,12.0157,243,0,243,2.7568,149,116
Ethiopia,ETH,2021,Sub-Saharan Africa,Low income,Maize,1483204,8836422.12,5957.66,27.67,10.8,23.5216,18.0589,29.6337,1.4792,1.4792,5.6295,5053.9,539.9,4.5952,159,0,159,3.1066,71,0
Nigeria,NGA,2019,Sub-Saharan Africa,Lower middle income,Maize,2387897,21827423.48,9140.86,67.02,23.9,25.3452,21.4047,30.0764,5.2255,5.2255,4.0672,5745.3,1907.3,9.9603,187,0,187,1.9061,108,21
Nigeria,NGA,2019,Sub-Saharan Africa,Lower middle income,Rice,5400516,31947187.86,5915.58,66.67,32.7,25.3452,21.4047,30.0764,5.2255,5.2255,4.0672,5745.3,1907.3,9.9603,187,0,187,1.9061,108,21
Uganda,UGA,2020,Sub-Saharan Africa,Low income,Rice,1139448,6014479.21,5278.41,29.62,2.7,23.0656,18.6489,28.6169,3.2683,3.2683,4.198,4989.65,1196.2,4.8644,83,0,83,1.4883,24,0
Indonesia,IDN,2016,Southeast Asia,Lower middle income,Maize,3450937,28646482.39,8301.07,69.81,20.5,25.9281,23.3202,30.1874,10.0153,10.0153,3.2961,6131.9,3665.6,11.5693,216,0,216,1.1552,41,0
Australia,AUS,2016,Oceania,High income,Wheat,2870532,21894676.41,7627.39,205.52,54.3,22.0538,15.5396,28.3609,0.9863,0.9863,6.0591,4387.15,361.0,4.5598,166,0,166,4.623,137,92
Morocco,MAR,2018,North Africa,Lower middle income,Soybeans,3046144,10406787.88,3416.38,64.27,22.4,17.5312,11.7263,24.1608,2.1616,2.1433,3.966,2965.6,789.0,5.7549,93,3,96,2.6623,73,33
Uganda,UGA,2015,Sub-Saharan Africa,Low income,Wheat,1833750,6329041.37,3451.42,30.85,6.8,23.9616,19.5603,28.9584,2.7737,2.7737,4.4447,5204.65,1012.4,4.0714,109,0,109,1.4679,67,8
Nepal,NPL,2022,South Asia,Low income,Maize,200400,1431326.34,7142.35,24.2,8.8,13.3899,9.7904,16.7964,8.4332,8.3625,2.636,1568.6,3078.1,12.6649,0,11,11,1.5018,0,0
India,IND,2016,South Asia,Lower middle income,Rice,1316200,7845936.74,5961.05,87.8,,27.5672,22.6811,32.8257,4.1104,4.1104,4.7738,6497.75,1504.4,11.303,225,0,225,2.7499,139,101
Australia,AUS,2021,Oceania,High income,Rice,2242817,20498602.17,9139.67,,26.8,22.0468,15.2403,28.4674,0.6992,0.6992,6.5512,4331.45,255.2,3.6932,154,0,154,5.2823,120,85
Pakistan,PAK,2016,South Asia,Lower middle income,Maize,1189012,11300760.0,9504.33,72.77,25.7,19.8691,13.2344,26.1287,0.6361,0.6361,4.913,3628.55,232.8,2.1056,141,13,154,3.3104,97,37
Brazil,BRA,2017,South America,Upper middle income,Rice,3002981,23504864.43,7827.18,,41.9,26.5077,21.7822,32.4556,2.9474,2.9474,4.4722,6248.4,1075.8,6.3516,308,0,308,2.155,190,71
South Korea,KOR,2017,East Asia,High income,Soybeans,3000284,19611868.63,6536.67,182.78,33.7,10.2715,6.2962,14.7995,2.6479,2.4542,2.5954,1712.25,966.5,7.187,5,124,129,2.7142,0,0
Bangladesh,BGD,2019,South Asia,Lower middle income,Maize,194666,1619118.62,8317.42,82.83,35.3,25.0901,21.2162,29.8995,4.334,4.334,3.4932,5678.6,1581.9,8.3255,197,0,197,1.921,101,16
China,CHN,2017,East Asia,Upper middle income,Maize,4263599,34381194.79,8063.89,82.75,25.1,8.3025,3.074,14.1005,1.5222,1.3573,2.9358,1190.65,555.6,3.8921,14,151,165,2.5569,4,0
Ethiopia,ETH,2016,Sub-Saharan Africa,Low income,Rice,1948060,10283149.7,5278.66,20.17,6.8,23.8221,18.4344,29.671,1.6536,1.6536,5.2967,5143.3,605.2,4.4786,167,0,167,2.7085,47,5
Nigeria,NGA,2021,Sub-Saharan Africa,Lower middle income,Maize,947218,8738874.93,9225.83,95.72,27.9,25.7181,21.4647,30.8195,3.6299,3.6299,4.615,5891.85,1324.9,8.819,227,0,227,2.4296,128,33
Germany,DEU,2020,Europe,High income,Maize,4561282,61134548.06,13402.93,212.85,60.1,10.4383,6.3284,14.4691,1.6003,1.5544,2.1561,1088.9,585.7,3.1508,6,49,55,1.9689,3,0
Uganda,UGA,2020,Sub-Saharan Africa,Low income,Wheat,1069842,4535052.2,4238.99,28.51,11.9,23.0656,18.6489,28.6169,3.2683,3.2683,4.198,4989.65,1196.2,4.8644,83,0,83,1.4883,24,0
Uganda,UGA,2016,Sub-Saharan Africa,Low income,Soybeans,1896640,4721341.66,2489.32,25.47,12.3,24.3751,19.9609,29.3686,2.1754,2.1754,4.4981,5367.3,796.2,3.2581,131,0,131,1.4977,62,3
Japan,JPN,2020,East Asia,High income,Wheat,1686990,13615106.85,8070.65,134.59,43.1,9.9795,6.0784,14.7268,4.8161,4.2292,2.3959,1447.75,1762.7,9.8478,3,122,125,2.0448,0,0
Mali,MLI,2017,Sub-Saharan Africa,Low income,Wheat,1382266,5276369.3,3817.19,25.95,8.2,28.4559,21.7951,35.1452,0.0926,0.0926,8.4119,6741.6,33.8,0.4155,288,0,288,4.4872,280,221
Ukraine,UKR,2018,Europe,Lower middle income,Soybeans,3612592,11768920.33,3257.75,71.03,27.0,10.3068,5.9715,14.7855,1.5101,1.0175,2.6115,1835.35,551.2,3.4378,23,122,145,2.2765,4,0
Philippines,PHL,2019,Southeast Asia,Lower middle income,Soybeans,5020315,17895803.3,3564.68,71.6,21.4,27.5375,26.6241,28.4255,4.1973,4.1973,4.4535,6396.55,1532.0,12.9429,24,0,24,3.0837,0,0
Brazil,BRA,2015,South America,Upper middle income,Rice,1124371,7229701.58,6430.0,107.97,38.7,27.5093,23.2474,32.2518,3.0518,3.0518,4.5568,6478.6,1113.9,5.0765,293,0,293,1.6634,170,67
Uganda,UGA,2022,Sub-Saharan Africa,Low income,Wheat,2355289,12014101.46,5100.9,27.28,16.0,23.5175,18.4816,29.8162,2.2915,2.2915,4.7147,5164.35,836.4,3.9821,161,0,161,1.7377,82,6
Bangladesh,BGD,2021,South Asia,Lower middle income,Wheat,5332562,30964312.62,5806.65,,,25.457,21.457,30.3907,5.1482,5.1482,3.5823,5812.2,1879.1,9.9567,211,0,211,1.934,114,38
Pakistan,PAK,2019,South Asia,Lower middle income,Maize,2722112,28056112.09,10306.74,69.87,24.9,19.3323,13.3488,25.1825,0.9559,0.9553,4.6281,3631.35,348.9,2.7939,142,34,176,2.9228,108,57
Japan,JPN,2021,East Asia,High income,Soybeans,2627704,16719863.17,6362.92,176.09,35.9,9.7458,5.8167,14.5205,5.0586,4.734,2.4551,1379.75,1846.4,12.4436,0,108,108,2.4599,0,0
United Kingdom,GBR,2015,Europe,High income,Soybeans,3946015,28035035.33,7104.64,225.43,56.1,6.906,3.8164,9.8553,4.043,3.5326,1.2513,181.4,1475.7,5.3651,0,70,70,1.327,0,0
Turkey,TUR,2021,Middle East,Upper middle income,Maize,3964014,32434365.65,8182.2,181.65,32.3,10.851,5.3551,16.6655,1.0501,0.7449,3.3911,1460.45,383.3,2.7144,20,100,120,2.5849,12,1
Vietnam,VNM,2018,Southeast Asia,Lower middle income,Soybeans,758930,2477128.42,3263.97,,18.2,21.7742,18.5145,26.5792,4.4496,4.4496,3.7092,4579.6,1624.1,8.4925,31,0,31,1.9086,6,1
Egypt,EGY,2017,North Africa,Lower middle income,Wheat,379148,2176875.75,5741.49,84.19,25.7,21.9334,16.0438,27.7063,0.0036,0.0036,6.8658,4346.45,1.3,0.0428,158,0,158,12.0041,138,80
Vietnam,VNM,2021,Southeast Asia,Lower middle income,Wheat,1184645,7345735.83,6200.79,66.02,20.9,21.7581,18.5101,26.5093,5.5641,5.5641,3.7045,4566.05,2030.9,10.1993,36,0,36,1.833,8,0
Morocco,MAR,2021,North Africa,Lower middle income,Rice,3576354,20317569.58,5681.08,97.41,28.2,19.3414,12.6132,26.6419,1.0425,1.0425,4.5405,3551.75,380.5,3.3722,134,4,138,3.2348,103,63
Germany,DEU,2018,Europe,High income,Maize,68016,885375.15,13017.16,216.98,22.0,10.6093,6.3592,14.8644,1.3452,1.2079,2.3154,1405.0,491.0,3.2246,15,79,94,2.3971,7,0
Thailand,THA,2015,Southeast Asia,Upper middle income,Rice,78785,548363.88,6960.26,128.06,26.2,27.2784,23.3781,31.7932,3.5877,3.5877,4.2315,6418.75,1309.5,5.7961,294,0,294,1.6156,170,37
Japan,JPN,2020,East Asia,High income,Soybeans,4076786,29363286.35,7202.56,249.58,23.9,9.9795,6.0784,14.7268,4.8161,4.2292,2.3959,1447.75,1762.7,9.8478,3,122,125,2.0448,0,0
China,CHN,2023,East Asia,Upper middle income,Rice,1439677,13235915.26,9193.67,155.43,40.5,9.0775,3.4904,15.3403,1.0844,0.9438,3.1891,1369.0,395.8,2.8963,12,148,160,2.6709,1,0
South Korea,KOR,2021,East Asia,High income,Rice,2178903,22095388.63,10140.6,110.19,38.1,11.0112,7.1181,15.5066,3.6195,3.5129,2.4739,1728.1,1321.1,8.08,7,86,93,2.2324,0,0
Viet Nam,VNM,2022,Southeast Asia,Lower middle income,Soybeans,811213,1992114.25,2455.72,45.51,25.2,21.6882,18.3756,26.6534,4.9222,4.9222,3.7016,4567.8,1796.6,8.7082,8,0,8,1.7692,1,0
United Kingdom,GBR,2016,Europe,High income,Maize,2692312,29398726.41,10919.51,247.75,50.2,7.171,4.2533,10.0142,2.9956,2.6131,1.2479,344.9,1096.4,4.1288,0,80,80,1.3783,0,0
Philippines,PHL,2021,Southeast Asia,Lower middle income,Wheat,2814854,15557062.18,5526.77,87.9,34.4,27.5263,26.4556,28.5085,7.3099,7.3099,4.2857,6380.95,2668.1,12.6563,11,0,11,1.7314,0,0
Thailand,THA,2019,Southeast Asia,Upper middle income,Soybeans,3563107,18374335.64,5156.83,173.58,25.8,27.4975,23.5627,32.1,4.5819,4.5819,4.2738,6508.45,1672.4,9.4666,302,0,302,2.0661,165,57
Turkey,TUR,2017,Middle East,Upper middle income,Wheat,3830332,29495922.71,7700.62,,35.0,11.043,5.4353,17.0416,0.9882,0.7967,3.5955,1646.65,360.7,2.3407,52,99,151,2.3686,21,3
Bangladesh,BGD,2017,South Asia,Lower middle income,Maize,1832873,14795155.75,8072.11,66.61,14.2,25.0389,21.411,29.5205,7.5904,7.5904,3.3558,5645.0,2770.5,12.9937,180,0,180,1.7119,72,0
Morocco,MAR,2017,North Africa,Lower middle income,Soybeans,4785479,15200873.63,3176.46,72.51,20.6,20.5436,13.7564,28.1353,0.6912,0.6912,5.0572,4028.55,252.3,2.5019,166,0,166,3.6195,126,81
Tanzania,TZA,2017,Sub-Saharan Africa,Low income,Wheat,1660947,5336934.97,3213.19,25.97,10.1,23.4392,18.3244,29.2923,1.3351,1.3351,5.503,5040.05,487.3,3.2491,142,0,142,2.4337,36,0
